household_key,actual_churn_flag,p_churn_raw,p_churn_calibrated,predicted_churn,p_future_active,predicted_discounted_value_60d_if_active,predicted_expected_discounted_value_60d,annual_discount_rate,future_active_flag,future_revenue_60d,discounted_future_revenue_60d,risk_decile,value_decile,priority_segment,risk_rank,risk_value_score,risk_value_rank,expected_incremental_profit_conservative,profitable_to_treat_conservative,predicted_discounted_margin_60d_if_active_conservative,predicted_expected_discounted_margin_60d_conservative,expected_incremental_profit_base,profitable_to_treat_base,predicted_discounted_margin_60d_if_active_base,predicted_expected_discounted_margin_60d_base,expected_incremental_profit_optimistic,profitable_to_treat_optimistic,predicted_discounted_margin_60d_if_active_optimistic,predicted_expected_discounted_margin_60d_optimistic,profit_rank_base,priority_rank,priority_rank_source,recommended_treatment_action_base,business_decision_note_base,recommended_item_1,recommended_item_group_1,predicted_purchase_score_1,strongest_purchased_anchor_item_1,strongest_purchased_anchor_group_1,anchor_item_similarity_1,score_method_1,rule_group_1,discount_leakage_risk_1,recommended_item_2,recommended_item_group_2,predicted_purchase_score_2,strongest_purchased_anchor_item_2,strongest_purchased_anchor_group_2,anchor_item_similarity_2,score_method_2,rule_group_2,discount_leakage_risk_2,recommended_item_3,recommended_item_group_3,predicted_purchase_score_3,strongest_purchased_anchor_item_3,strongest_purchased_anchor_group_3,anchor_item_similarity_3,score_method_3,rule_group_3,discount_leakage_risk_3,offer_available_flag,recommendation_source,primary_offer_discount_leakage_risk
2176,1,0.7373745,1.0,1,0.7916666666666666,41.27058832566449,32.672549091151055,0.08,1,50.899998,50.61619268228836,1,9,High Risk - Low Value,13,41.27058832566449,377,-4.752376475580831,False,8.254117665132899,6.5345098182302115,-4.484117638241948,False,10.317647081416123,8.168137272787764,-4.009505902323321,False,12.381176497699347,9.801764727345317,377,13,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",VEGETABLES - ALL OTHERS,PRODUCE,0.2658723770218125,ONIONS,PRODUCE,0.2955328305042752,top_5_filtered_similarity_mean,,unknown,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,top_5_filtered_similarity_mean,,unknown,CHICKEN,MEAT,0.2482307303734491,BEEF,MEAT,0.2856478769962882,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2228,0,0.7383097,1.0,1,0.7,81.18556392325861,56.82989474628103,0.08,1,68.96,68.47960297051618,1,8,High Risk - Low Value,14,81.18556392325861,60,-4.512886627348281,False,16.237112784651725,11.365978949256206,-3.9851804358372775,False,20.296390980814653,14.207473686570257,-3.0515465093931238,False,24.35566917697758,17.048968423884308,60,14,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",YOGURT,GROCERY,0.2772439685363733,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,top_5_filtered_similarity_mean,,unknown,CITRUS,PRODUCE,0.212824922576905,TROPICAL FRUIT,PRODUCE,0.252136735330623,top_5_filtered_similarity_mean,,unknown,DEODORANTS,DRUG GM,0.1218006070172676,SHAVING CARE PRODUCTS,DRUG GM,0.1640140838777556,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2304,1,0.7326947,1.0,1,0.47368421052631576,31.066218731242415,14.715577293746406,0.08,0,0.0,0.0,1,10,High Risk - Low Value,15,31.066218731242415,618,-4.81360269177885,False,6.213243746248484,2.9431154587492814,-4.611672260072936,False,7.766554682810604,3.6788943234366016,-4.254410767115401,False,9.319865619372724,4.414673188123921,618,15,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHEESE,GROCERY,0.3677217419350848,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,top_5_filtered_similarity_mean,,unknown,TROPICAL FRUIT,PRODUCE,0.3126729025237025,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,top_5_filtered_similarity_mean,,unknown,BEEF,MEAT,0.3109504446893827,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3997660674090124,top_5_filtered_similarity_mean,A_campaign_ready,low,True,M3_RecSys_personalized_voucher,unknown
2329,1,0.7112995,1.0,1,0.7916666666666666,65.77870617745828,52.07480905715447,0.08,0,0.0,0.0,1,8,High Risk - Low Value,16,65.77870617745828,107,-4.605327771756862,False,13.155741235491655,10.414961811430894,-4.177766160529533,False,16.44467654436457,13.018702264288617,-3.4213110870274495,False,19.73361185323748,15.62244271714634,107,16,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",GRAPES,PRODUCE,0.2169683357679266,TROPICAL FRUIT,PRODUCE,0.2604548275599293,top_5_filtered_similarity_mean,,unknown,PICKLE/RELISH/PKLD VEG,GROCERY,0.1929815543229059,SALD DRSNG/SNDWCH SPRD,GROCERY,0.2176820436494297,top_5_filtered_similarity_mean,,unknown,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.1633815419047415,BEEF,MEAT,0.1688310370531406,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2411,0,0.7191155,1.0,1,0.7916666666666666,62.09253460627359,49.15658989663326,0.08,1,53.87,53.29064640286653,1,8,High Risk - Low Value,17,62.09253460627359,134,-4.6274448006896165,False,12.418506921254718,9.831317979326652,-4.223843305855945,False,15.523133651568397,12.289147474158314,-3.509779202758465,False,18.627760381882077,14.746976968989976,134,17,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",VEGETABLES - SHELF STABLE,GROCERY,0.3370680022162481,BEEF,MEAT,0.3580404335386208,top_5_filtered_similarity_mean,A_campaign_ready,low,FROZEN MEAT,MEAT-PCKGD,0.2063732684666571,FROZEN PIZZA,GROCERY,0.2228097770077094,top_5_filtered_similarity_mean,,unknown,BERRIES,PRODUCE,0.2018776614868487,TROPICAL FRUIT,PRODUCE,0.2545832743419002,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,low
2443,1,0.74546,1.0,1,0.5,101.33542613187119,50.667713065935594,0.08,0,0.0,0.0,1,8,High Risk - Low Value,18,101.33542613187119,26,-4.391987456798913,False,20.26708522637424,10.13354261318712,-3.7333071544764165,False,25.333856532967797,12.666928266483898,-2.5679498271956502,False,30.400627839561356,15.200313919780678,26,18,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",VEGETABLES - SHELF STABLE,GROCERY,0.3317318168679626,BEEF,MEAT,0.3580404335386208,top_5_filtered_similarity_mean,A_campaign_ready,low,LUNCHMEAT,MEAT-PCKGD,0.3079296178218605,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,top_5_filtered_similarity_mean,,unknown,PORK,MEAT,0.2456371146728559,BEEF,MEAT,0.3058265786268862,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,low
2493,1,0.7529916,1.0,1,0.47368421052631576,56.10039882215965,26.57387312628615,0.08,0,0.0,0.0,1,10,High Risk - Low Value,19,56.10039882215965,173,-4.663397614590692,False,11.22007976443193,5.31477462525723,-4.298745004273491,False,14.025099705539912,6.643468281571537,-3.6535904583627676,False,16.830119646647894,7.972161937885844,173,19,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",PASTA SAUCE,GROCERY,0.3199410163759696,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,top_5_filtered_similarity_mean,,unknown,VEGETABLES - ALL OTHERS,PRODUCE,0.2658723770218125,ONIONS,PRODUCE,0.2955328305042752,top_5_filtered_similarity_mean,,unknown,ORAL HYGIENE PRODUCTS,DRUG GM,0.1481578572328381,FLUID MILK PRODUCTS,GROCERY,0.1569102796318631,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
370,1,0.7529916,1.0,1,0.47368421052631576,59.921891393242774,28.38405381785184,0.08,0,0.0,0.0,1,9,High Risk - Low Value,20,59.921891393242774,147,-4.640468659676695,False,11.984378278648556,5.676810763570368,-4.250976346423143,False,14.980472848310693,7.09601345446296,-3.5618746387067812,False,17.97656741797283,8.515216145355552,147,20,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",TOMATOES,PRODUCE,0.266733281915695,VEGETABLES - ALL OTHERS,PRODUCE,0.2848437197977615,top_5_filtered_similarity_mean,,unknown,FRZN POTATOES,GROCERY,0.2047058526184542,FROZEN PIZZA,GROCERY,0.2140193763716565,top_5_filtered_similarity_mean,,unknown,MEAT - MISC,MEAT-PCKGD,0.2009877190376639,BAKED BREAD/BUNS/ROLLS,GROCERY,0.219924990855053,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
372,1,0.7157614,1.0,1,0.37768269517290204,97.04447790205556,36.65201996569548,0.08,0,0.0,0.0,1,9,High Risk - Low Value,21,97.04447790205556,30,-4.417733145602345,False,19.408895580411112,7.330403993139097,-3.786944008148363,False,24.26111947551389,9.16300499142387,-2.6709325824093813,False,29.11334337061667,10.995605989708643,30,21,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",VEGETABLES - SHELF STABLE,GROCERY,0.3317318168679626,BEEF,MEAT,0.3580404335386208,top_5_filtered_similarity_mean,A_campaign_ready,low,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,TOMATOES,PRODUCE,0.2673010063252766,VEGETABLES SALAD,PRODUCE,0.3217203886769275,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,low
399,0,0.7157614,1.0,1,0.6867581393800108,45.43419922519636,31.202306124116582,0.08,1,19.34,19.291127436751445,1,9,High Risk - Low Value,22,45.43419922519636,297,-4.727394810742023,False,9.086839845039272,6.240461224823317,-4.432072501222266,False,11.35854980629909,7.8005765310291455,-3.909579242968091,False,13.630259767558908,9.360691837234974,297,22,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",MEAT - SHELF STABLE,GROCERY,0.2842553632575912,DINNER MXS:DRY,GROCERY,0.3028661333919106,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,VEGETABLES - ALL OTHERS,PRODUCE,0.2663437637831442,ONIONS,PRODUCE,0.2955328305042752,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
472,1,0.7126337,1.0,1,0.9073953453884002,216.82827647488577,196.7489688219005,0.08,1,3.29,3.2816860408618713,1,5,High Risk - Low Value,23,216.82827647488577,1,-3.6990303702296234,False,43.36565529497716,39.3497937643801,-2.289646503676514,False,54.20706911872144,49.18724220547512,0.20387851908150623,True,65.04848294246572,59.02469064657014,1,23,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",SEAFOOD - SHELF STABLE,GROCERY,0.2138294298408628,SOUP,GROCERY,0.2177304728608456,top_5_filtered_similarity_mean,,unknown,MUSHROOMS,PRODUCE,0.1777659751973231,ONIONS,PRODUCE,0.1973996272819843,top_5_filtered_similarity_mean,,unknown,BABY FOODS,DRUG GM,0.060967873313488,INFANT CARE PRODUCTS,DRUG GM,0.1556274726003441,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
499,1,0.72025824,1.0,1,0.5,51.08123949623064,25.54061974811532,0.08,0,0.0,0.0,1,10,High Risk - Low Value,24,51.08123949623064,222,-4.693512569873144,False,10.216247899246127,5.108123949623064,-4.361484496782495,False,12.77030987405766,6.38515493702883,-3.7740502794925765,False,15.324371848869191,7.662185924434596,222,24,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",VEGETABLES - SHELF STABLE,GROCERY,0.3370680022162481,BEEF,MEAT,0.3580404335386208,top_5_filtered_similarity_mean,A_campaign_ready,low,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,top_5_filtered_similarity_mean,,unknown,ONIONS,PRODUCE,0.259263583622521,TOMATOES,PRODUCE,0.2746078458531801,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,low
566,0,0.71655035,1.0,1,0.7,41.5523883653531,29.08667185574717,0.08,1,48.97,48.608154663867296,1,9,High Risk - Low Value,25,41.5523883653531,371,-4.750685675380491,False,8.31047767307062,5.8173343711494345,-4.480595137693351,False,10.388097091338276,7.2716679639367925,-4.002742701521964,False,12.465716509605931,8.726001556724151,371,25,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",EGGS,GROCERY,0.3366765410818301,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,POTATOES,PRODUCE,0.2694742995785554,BEEF,MEAT,0.2863332507481838,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
