household_key,actual_churn_flag,p_churn_raw,p_churn_calibrated,predicted_churn,p_future_active,predicted_discounted_value_60d_if_active,predicted_expected_discounted_value_60d,annual_discount_rate,future_active_flag,future_revenue_60d,discounted_future_revenue_60d,risk_decile,value_decile,priority_segment,risk_rank,risk_value_score,risk_value_rank,expected_incremental_profit_conservative,profitable_to_treat_conservative,predicted_discounted_margin_60d_if_active_conservative,predicted_expected_discounted_margin_60d_conservative,expected_incremental_profit_base,profitable_to_treat_base,predicted_discounted_margin_60d_if_active_base,predicted_expected_discounted_margin_60d_base,expected_incremental_profit_optimistic,profitable_to_treat_optimistic,predicted_discounted_margin_60d_if_active_optimistic,predicted_expected_discounted_margin_60d_optimistic,profit_rank_base,priority_rank,priority_rank_source,recommended_treatment_action_base,business_decision_note_base,recommended_item_1,recommended_item_group_1,predicted_purchase_score_1,strongest_purchased_anchor_item_1,strongest_purchased_anchor_group_1,anchor_item_similarity_1,score_method_1,rule_group_1,discount_leakage_risk_1,recommended_item_2,recommended_item_group_2,predicted_purchase_score_2,strongest_purchased_anchor_item_2,strongest_purchased_anchor_group_2,anchor_item_similarity_2,score_method_2,rule_group_2,discount_leakage_risk_2,recommended_item_3,recommended_item_group_3,predicted_purchase_score_3,strongest_purchased_anchor_item_3,strongest_purchased_anchor_group_3,anchor_item_similarity_3,score_method_3,rule_group_3,discount_leakage_risk_3,offer_available_flag,recommendation_source,primary_offer_discount_leakage_risk
2176,1,0.8141849,0.34300047683520063,1,0.7916666666666666,41.27058832566449,32.672549091151055,0.08,1,50.899998,50.61619268228836,1,9,High Risk - Low Value,11,14.155831474972185,1541,-4.915065011150167,False,8.254117665132899,6.5345098182302115,-4.823052106562848,False,10.317647081416123,8.168137272787764,-4.660260044600667,False,12.381176497699347,9.801764727345317,1541,11,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",VEGETABLES - ALL OTHERS,PRODUCE,0.2658723770218125,ONIONS,PRODUCE,0.2955328305042752,top_5_filtered_similarity_mean,,unknown,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,top_5_filtered_similarity_mean,,unknown,CHICKEN,MEAT,0.2482307303734491,BEEF,MEAT,0.2856478769962882,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
1403,1,0.8129533,0.34199331988092924,1,0.8823529411764706,30.977768773831556,27.3333253886749,0.08,1,25.38,25.267570257267614,1,9,High Risk - Low Value,12,10.594189985466436,1847,-4.936434860087202,False,6.195553754766312,5.46666507773498,-4.867572625181669,False,7.744442193457889,6.833331347168725,-4.745739440348806,False,9.293330632149466,8.19999761660247,1847,12,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",REFRGRATD JUICES/DRNKS,GROCERY,0.2934740440297717,FLUID MILK PRODUCTS,GROCERY,0.3483265945723694,top_5_filtered_similarity_mean,,unknown,TOMATOES,PRODUCE,0.2761557904804445,VEGETABLES SALAD,PRODUCE,0.3217203886769275,top_5_filtered_similarity_mean,,unknown,HOT DOGS,MEAT-PCKGD,0.2448886810772522,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3003419980271218,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2304,1,0.80805004,0.33799782599165207,1,0.47368421052631576,31.066218731242415,14.715577293746406,0.08,0,0.0,0.0,1,10,High Risk - Low Value,13,10.500314392941076,1863,-4.936998113642353,False,6.213243746248484,2.9431154587492814,-4.868746070088236,False,7.766554682810604,3.6788943234366016,-4.747992454569414,False,9.319865619372724,4.414673188123921,1863,13,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHEESE,GROCERY,0.3677217419350848,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,top_5_filtered_similarity_mean,,unknown,TROPICAL FRUIT,PRODUCE,0.3126729025237025,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,top_5_filtered_similarity_mean,,unknown,BEEF,MEAT,0.3109504446893827,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3997660674090124,top_5_filtered_similarity_mean,A_campaign_ready,low,True,M3_RecSys_personalized_voucher,unknown
2228,0,0.8069942,0.337140453934857,1,0.7,81.18556392325861,56.82989474628103,0.08,1,68.96,68.47960297051618,1,8,High Risk - Low Value,14,27.370937874044756,845,-4.835774372755732,False,16.237112784651725,11.365978949256206,-4.6578632765744405,False,20.296390980814653,14.207473686570257,-4.343097491022926,False,24.35566917697758,17.048968423884308,845,14,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",YOGURT,GROCERY,0.2772439685363733,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,top_5_filtered_similarity_mean,,unknown,CITRUS,PRODUCE,0.212824922576905,TROPICAL FRUIT,PRODUCE,0.252136735330623,top_5_filtered_similarity_mean,,unknown,DEODORANTS,DRUG GM,0.1218006070172676,SHAVING CARE PRODUCTS,DRUG GM,0.1640140838777556,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
1973,1,0.80574524,0.3361276451080734,1,0.5,47.62656657929425,23.813283289647124,0.08,0,0.0,0.0,1,10,High Risk - Low Value,15,16.008605668881046,1413,-4.903948365986714,False,9.52531331585885,4.762656657929425,-4.799892429138987,False,11.906641644823562,5.953320822411781,-4.615793463946855,False,14.287969973788273,7.143984986894137,1413,15,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",COLD CEREAL,GROCERY,0.3266738318317355,FLUID MILK PRODUCTS,GROCERY,0.4036067148908331,top_5_filtered_similarity_mean,A_campaign_ready,low,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.274255010228644,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,low
472,1,0.795308,0.3277233044472117,1,0.9073953453884002,216.82827647488577,196.7489688219005,0.08,1,3.29,3.2816860408618713,1,5,High Risk - Low Value,16,71.05967926394318,131,-4.573641924416341,False,43.36565529497716,39.3497937643801,-4.11175400920071,False,54.20706911872144,49.18724220547512,-3.2945676976653635,False,65.04848294246572,59.02469064657014,131,16,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",SEAFOOD - SHELF STABLE,GROCERY,0.2138294298408628,SOUP,GROCERY,0.2177304728608456,top_5_filtered_similarity_mean,,unknown,MUSHROOMS,PRODUCE,0.1777659751973231,ONIONS,PRODUCE,0.1973996272819843,top_5_filtered_similarity_mean,,unknown,BABY FOODS,DRUG GM,0.060967873313488,INFANT CARE PRODUCTS,DRUG GM,0.1556274726003441,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
566,0,0.7944871,0.3270668891837749,1,0.7,41.5523883653531,29.08667185574717,0.08,1,48.97,48.608154663867296,1,9,High Risk - Low Value,17,13.590410400812122,1580,-4.918457537595128,False,8.31047767307062,5.8173343711494345,-4.830119869989849,False,10.388097091338276,7.2716679639367925,-4.673830150380509,False,12.465716509605931,8.726001556724151,1580,17,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",EGGS,GROCERY,0.3366765410818301,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,POTATOES,PRODUCE,0.2694742995785554,BEEF,MEAT,0.2863332507481838,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
682,1,0.783721,0.31852105196145836,1,0.47368421052631576,61.36920142787238,29.06962172899218,0.08,0,0.0,0.0,1,9,High Risk - Low Value,18,19.547382596840542,1201,-4.882715704418957,False,12.273840285574478,5.813924345798436,-4.755657717539493,False,15.342300356968096,7.267405432248045,-4.5308628176758265,False,18.410760428361716,8.720886518697654,1201,18,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",DRY NOODLES/PASTA,GROCERY,0.334019370367964,PASTA SAUCE,GROCERY,0.5010828360778531,top_5_filtered_similarity_mean,,unknown,HOT DOGS,MEAT-PCKGD,0.2452658155456919,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3003419980271218,top_5_filtered_similarity_mean,,unknown,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.168511470687434,SEAFOOD - MISC,SEAFOOD-PCKGD,0.1783682360397974,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
760,1,0.776674,0.3129922376469424,1,0.5882352941176471,56.36663051561638,33.15684147977434,0.08,0,0.0,0.0,1,9,High Risk - Low Value,19,17.642317813701197,1308,-4.894146093117793,False,11.273326103123276,6.631368295954869,-4.779471027328735,False,14.091657628904095,8.289210369943586,-4.576584372471172,False,16.90998915468491,9.947052443932302,1308,19,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",MILK BY-PRODUCTS,GROCERY,0.294640734087666,CHEESE,GROCERY,0.3594694939563704,top_5_filtered_similarity_mean,,unknown,TOMATOES,PRODUCE,0.2800155158374485,VEGETABLES SALAD,PRODUCE,0.3217203886769275,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2329,1,0.77659255,0.3129286648291806,1,0.7916666666666666,65.77870617745828,52.07480905715447,0.08,0,0.0,0.0,1,8,High Risk - Low Value,20,20.58404269830299,1131,-4.876495743810182,False,13.155741235491655,10.414961811430894,-4.742699466271213,False,16.44467654436457,13.018702264288617,-4.5059829752407285,False,19.73361185323748,15.62244271714634,1131,20,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",GRAPES,PRODUCE,0.2169683357679266,TROPICAL FRUIT,PRODUCE,0.2604548275599293,top_5_filtered_similarity_mean,,unknown,PICKLE/RELISH/PKLD VEG,GROCERY,0.1929815543229059,SALD DRSNG/SNDWCH SPRD,GROCERY,0.2176820436494297,top_5_filtered_similarity_mean,,unknown,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.1633815419047415,BEEF,MEAT,0.1688310370531406,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2373,0,0.76989096,0.3077203118456675,1,0.7916666666666666,44.91998831070958,35.56165741264508,0.08,1,48.63,48.30854037198066,1,9,High Risk - Low Value,21,13.82279281107529,1565,-4.917063243133549,False,8.983997662141915,7.112331482529017,-4.827215089861559,False,11.229997077677394,8.89041435316127,-4.668252972534193,False,13.475996493212874,10.668497223793524,1565,21,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,TOMATOES,PRODUCE,0.266733281915695,VEGETABLES - ALL OTHERS,PRODUCE,0.2848437197977615,top_5_filtered_similarity_mean,,unknown,WATER - CARBONATED/FLVRD DRINK,GROCERY,0.2012879904909524,BAKED BREAD/BUNS/ROLLS,GROCERY,0.2135892167690925,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
881,0,0.7666471,0.3052166121959218,1,0.8823529411764706,177.8143687900169,156.89503128530905,0.08,1,397.37,394.663109643901,1,6,High Risk - Low Value,22,54.27189924184521,266,-4.6743686045489286,False,35.562873758003384,31.37900625706181,-4.321601259476935,False,44.45359219750423,39.22375782132726,-3.697474418195715,False,53.34431063700507,47.06850938559271,266,22,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",TOMATOES,PRODUCE,0.2761557904804445,VEGETABLES SALAD,PRODUCE,0.3217203886769275,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,DINNER SAUSAGE,MEAT-PCKGD,0.2163678882242317,BAKED BREAD/BUNS/ROLLS,GROCERY,0.2412654476218795,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
2254,1,0.76294583,0.302373881268195,1,0.5570081713264903,38.595774365975714,21.498161700521962,0.08,0,0.0,0.0,1,10,High Risk - Low Value,23,11.670354095591584,1759,-4.9299778754264505,False,7.719154873195143,4.2996323401043925,-4.854120573805105,False,9.648943591493929,5.3745404251304905,-4.719911501705802,False,11.578732309792715,6.449448510156588,1759,23,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",REFRGRATD JUICES/DRNKS,GROCERY,0.2934740440297717,FLUID MILK PRODUCTS,GROCERY,0.3483265945723694,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,SALAD MIX,PRODUCE,0.2596620162630081,SALD DRSNG/SNDWCH SPRD,GROCERY,0.274255010228644,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
584,1,0.7621548,0.30176829857291154,1,0.5,39.57280486684045,19.786402433420225,0.08,0,0.0,0.0,1,10,High Risk - Low Value,24,11.941817994424277,1738,-4.9283490920334545,False,7.91456097336809,3.957280486684045,-4.850727275069697,False,9.893201216710112,4.946600608355056,-4.713396368133817,False,11.871841460052135,5.9359207300260675,1738,24,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",VEGETABLES - SHELF STABLE,GROCERY,0.3370680022162481,BEEF,MEAT,0.3580404335386208,top_5_filtered_similarity_mean,A_campaign_ready,low,TROPICAL FRUIT,PRODUCE,0.3256148474533174,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,top_5_filtered_similarity_mean,,unknown,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,low
1678,0,0.76081276,0.30074242518683497,1,0.8823529411764706,90.0947183834744,79.49533975012447,0.08,1,169.26,168.03506175245698,1,8,High Risk - Low Value,25,27.095304103171017,851,-4.837428175380974,False,18.01894367669488,15.899067950024895,-4.6613086987103625,False,22.5236795958686,19.873834937531118,-4.349712701523895,False,27.02841551504232,23.84860192503734,851,25,risk_rank_fallback_no_positive_base_profit,A/B test candidate only; not profitable under base assumptions,"No positive expected profit under base scenario; use risk/risk-value ranking for A/B test candidate selection, not auto-targeting.",REFRGRATD JUICES/DRNKS,GROCERY,0.2934740440297717,FLUID MILK PRODUCTS,GROCERY,0.3483265945723694,top_5_filtered_similarity_mean,,unknown,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,top_5_filtered_similarity_mean,,unknown,APPLES,PRODUCE,0.2522396962151765,TROPICAL FRUIT,PRODUCE,0.3157515828963674,top_5_filtered_similarity_mean,,unknown,True,M3_RecSys_personalized_voucher,unknown
