household_key,is_treated,propensity_score,propensity_logit,common_support_flag,treatment_source,treatment_cutoff_day,p_churn_calibrated,predicted_discounted_value_60d_if_active,risk_decile,priority_segment,risk_rank
1038,0,0.1425684901294675,-1.7941187872496691,True,Light/No_Promo_User,651,0.2476512630469496,43.65149992395413,1,High Risk - Low Value,219
1039,1,0.5369068380966995,0.14789634614547736,True,Heavy_Promo_User,651,0.0740194376810999,522.970860192837,9,Low Risk - High Value,2236
104,1,0.5888195806539812,0.3590877273632855,True,Heavy_Promo_User,651,0.0768313069931029,731.1553137427469,9,Low Risk - High Value,2157
1040,0,0.29719862975383454,-0.8606736036925313,True,Light/No_Promo_User,651,0.1218724345993534,381.7406211216434,4,Low Risk - High Value,792
1041,0,0.30253161919911564,-0.8352713821964004,True,Light/No_Promo_User,651,0.0842821817498123,587.683270464706,8,Low Risk - High Value,1933
1042,0,0.32352307627192706,-0.7376278912219513,True,Light/No_Promo_User,651,0.1343637276261733,448.16863207504366,3,High Risk - High Value,640
1043,0,0.4399526538776686,-0.24135421050333705,True,Light/No_Promo_User,651,0.2517885991255075,63.14774723120416,1,High Risk - Low Value,205
1044,1,0.19900151893095258,-1.3925465932590173,True,Heavy_Promo_User,651,0.0905656453419534,68.84599749926639,7,Low Risk - Low Value,1667
1045,0,0.24943385418730948,-1.1016340162845464,True,Light/No_Promo_User,651,0.0993681232909216,361.7124571591736,6,Low Risk - High Value,1302
1046,0,0.2426520154747583,-1.1381944548347154,True,Light/No_Promo_User,651,0.0908716063442802,270.6795049268845,7,Low Risk - Low Value,1651
1047,1,0.21174066790758297,-1.314464876069636,True,Heavy_Promo_User,651,0.0879550516245342,106.71963249664364,8,Low Risk - Low Value,1785
1048,1,0.13329800572401249,-1.87210793087419,True,Heavy_Promo_User,651,0.0759059490249397,162.48498349243897,9,Low Risk - Low Value,2188
1049,0,0.19552531110923485,-1.4144996643896977,True,Light/No_Promo_User,651,0.1601132728215965,109.4518116863486,2,High Risk - Low Value,439
105,1,0.45840389617351984,-0.1667698628807248,True,Heavy_Promo_User,651,0.1066496935886275,504.6158801292662,5,Low Risk - High Value,1073
1050,0,0.4558303116631622,-0.17714050859303676,True,Light/No_Promo_User,651,0.0893263528143368,383.8424094245809,7,Low Risk - High Value,1717
1051,0,0.3210550835204047,-0.7489272916296573,True,Light/No_Promo_User,651,0.1549899241449394,307.8963732395895,3,High Risk - High Value,504
1052,1,0.2508360432656321,-1.094158348795511,True,Heavy_Promo_User,651,0.2812125019288168,53.63169354485182,1,High Risk - Low Value,111
1053,0,0.5699749365809037,0.2817488949410118,True,Light/No_Promo_User,651,0.0983585771944163,313.60778265582604,6,Low Risk - High Value,1330
1054,0,0.2590927486098442,-1.0506893503103971,True,Light/No_Promo_User,651,0.0782251183573804,128.93601757276616,9,Low Risk - Low Value,2107
1055,0,0.15869834842044556,-1.6679450571331014,True,Light/No_Promo_User,651,0.1174549672025594,72.46032797393484,4,Low Risk - Low Value,862
1056,0,0.5532175754380326,0.21367963961336595,True,Light/No_Promo_User,651,0.091032631983944,531.9085778955945,7,Low Risk - High Value,1643
1057,0,0.43593999961973323,-0.2576560111645996,True,Light/No_Promo_User,651,0.0924331332544313,882.0712800239494,7,Low Risk - High Value,1565
1058,0,0.05951191865620543,-2.7602223699389037,False,Light/No_Promo_User,651,0.1330697018103032,203.98044616920197,3,High Risk - Low Value,653
1059,0,0.031087694827302906,-3.4393620312852873,False,Light/No_Promo_User,651,0.2201211935727234,33.94459396232988,2,High Risk - Low Value,303
106,0,0.21749123456376326,-1.2803465753266379,True,Light/No_Promo_User,651,0.074166114606066,110.95564753659843,9,Low Risk - Low Value,2232
1060,0,0.847605605129555,1.715943575803321,True,Light/No_Promo_User,651,0.1034334282709527,460.68277340335777,5,Low Risk - High Value,1166
1061,0,0.3559006254904845,-0.5932014724406278,True,Light/No_Promo_User,651,0.0792102692329867,474.3754270526717,9,Low Risk - High Value,2076
1062,0,0.20454300854492719,-1.3581385174168588,True,Light/No_Promo_User,651,0.1057239937185343,145.0940959767009,5,Low Risk - Low Value,1098
1063,0,0.18996051235150724,-1.4502667758295713,True,Light/No_Promo_User,651,0.1554422362678354,99.58551908786843,2,High Risk - Low Value,496
1064,1,0.7487524010352304,1.091969453180869,True,Heavy_Promo_User,651,0.1013199161756767,156.32547847806512,5,Low Risk - Low Value,1233
1065,1,0.7925971937110097,1.3406523136291215,True,Heavy_Promo_User,651,0.1572144475726544,303.87431114643334,2,High Risk - High Value,467
1066,1,0.23911661148870522,-1.1575287644563514,True,Heavy_Promo_User,651,0.124776224409982,266.9469288768515,3,High Risk - Low Value,750
1067,0,0.4973338984227823,-0.010664507382116488,True,Light/No_Promo_User,651,0.1025758288510206,314.90162383486603,5,Low Risk - High Value,1195
1068,0,0.09634323474842246,-2.2385324268194404,True,Light/No_Promo_User,651,0.0752230707019574,131.4381871095394,9,Low Risk - Low Value,2199
1069,0,0.5577048374086631,0.23185240933816165,True,Light/No_Promo_User,651,0.084567590457767,433.4704131385852,8,Low Risk - High Value,1917
107,0,0.19516158301400277,-1.416813686749972,True,Light/No_Promo_User,651,0.1034257107993736,34.74093941515703,5,Low Risk - Low Value,1167
1070,0,0.3780059229533676,-0.4980207055751434,True,Light/No_Promo_User,651,0.089654981679469,328.1570877639394,7,Low Risk - High Value,1700
1071,0,0.3377462445558051,-0.6733539410982786,True,Light/No_Promo_User,651,0.1077163931180403,194.37673058656543,5,Low Risk - Low Value,1042
1072,0,0.6594031352096255,0.6606355220408521,True,Light/No_Promo_User,651,0.0776174211810537,214.32122940271304,9,Low Risk - Low Value,2132
1073,0,0.27398825998921755,-0.9744809267923583,True,Light/No_Promo_User,651,0.0858025797524655,285.8908350908107,8,Low Risk - High Value,1878
1074,1,0.6815379018607024,0.7608483981411199,True,Heavy_Promo_User,651,0.115767418649131,530.7645207247273,4,Low Risk - High Value,887
1075,1,0.22964399928748483,-1.2103224659766243,True,Heavy_Promo_User,651,0.0935378520635087,112.31768333373974,7,Low Risk - Low Value,1517
1076,0,0.3243808127276844,-0.7337114113375711,True,Light/No_Promo_User,651,0.0897169809852531,184.5956431798655,7,Low Risk - Low Value,1698
1077,0,0.315860491951209,-0.7728612210230232,True,Light/No_Promo_User,651,0.0665052840369522,137.6267279417752,10,Low Risk - Low Value,2347
1078,1,0.2639053485695066,-1.0257682022334427,True,Heavy_Promo_User,651,0.2265845463918663,202.2514183948957,2,High Risk - Low Value,278
1079,0,0.20055215636746646,-1.382846949487205,True,Light/No_Promo_User,651,0.2924065436131198,32.37976996518443,1,High Risk - Low Value,50
108,0,0.44188017440571103,-0.23353493384191232,True,Light/No_Promo_User,651,0.094788252164506,116.16103248940392,6,Low Risk - Low Value,1460
1080,0,0.22618477840780196,-1.229980844504831,True,Light/No_Promo_User,651,0.0858117314077773,254.4172432181681,8,Low Risk - Low Value,1875
1081,0,0.6934925548198758,0.8164984579932522,True,Light/No_Promo_User,651,0.0773320402317647,876.3088434564363,9,Low Risk - High Value,2141
1082,0,0.30872191933311516,-0.8061012407600306,True,Light/No_Promo_User,651,0.114144801064077,182.2104754099159,4,Low Risk - Low Value,913
1083,1,0.20737355700005888,-1.3408302524735005,True,Heavy_Promo_User,651,0.0818421298129776,139.94882024270788,8,Low Risk - Low Value,1996
1084,0,0.18241969077790535,-1.5000391098870858,True,Light/No_Promo_User,651,0.0911312565206793,218.6634493330484,7,Low Risk - Low Value,1639
1085,0,0.6948023359044749,0.8226677506457828,True,Light/No_Promo_User,651,0.1056083960766352,312.60779962665225,5,Low Risk - High Value,1101
1086,1,0.33723540271762353,-0.6756386593665189,True,Heavy_Promo_User,651,0.0682013308158234,106.81020838360526,10,Low Risk - Low Value,2330
1087,1,0.23271783016722727,-1.193027931018078,True,Heavy_Promo_User,651,0.228883068419216,33.28412967941714,2,High Risk - Low Value,268
1088,0,0.22588611861179517,-1.2316880240189032,True,Light/No_Promo_User,651,0.1005876382829333,125.37381210667908,6,Low Risk - Low Value,1256
1089,0,0.23984748242119333,-1.153515862750384,True,Light/No_Promo_User,651,0.0841250871984808,349.3592951978689,8,Low Risk - High Value,1939
109,0,0.4811820357410981,-0.07530742720717937,True,Light/No_Promo_User,651,0.2145359646160608,262.6569101654432,2,High Risk - Low Value,318
1090,0,0.1260036903406524,-1.9367649583484385,True,Light/No_Promo_User,651,0.0904791045454994,27.958678585404503,7,Low Risk - Low Value,1670
1091,0,0.4111352273898267,-0.35927438839993486,True,Light/No_Promo_User,651,0.206841940598271,62.23787833335996,2,High Risk - Low Value,329
1092,0,0.22678941177289397,-1.226529555815332,True,Light/No_Promo_User,651,0.1120329028628544,96.25783442459306,4,Low Risk - Low Value,950
1093,0,0.2151180534966193,-1.2943463563874344,True,Light/No_Promo_User,651,0.1449578583399279,124.4730540087013,3,High Risk - Low Value,577
1094,1,0.597823085197705,0.3964027876469224,True,Heavy_Promo_User,651,0.1714281270565424,262.0009592925158,2,High Risk - Low Value,389
1095,0,0.14000691640540094,-1.8152325225986097,True,Light/No_Promo_User,651,0.0626617004851897,35.65955504500656,10,Low Risk - Low Value,2370
1096,0,0.10740345022651406,-2.117542380247913,True,Light/No_Promo_User,651,0.0991648103361742,32.45568669918165,6,Low Risk - Low Value,1311
1097,0,0.3828603547593121,-0.4774250139870818,True,Light/No_Promo_User,651,0.2064457193804225,301.69607801311184,2,High Risk - High Value,330
1098,1,0.16277713716505715,-1.637708290286145,True,Heavy_Promo_User,651,0.1106255533150305,734.1251691600672,4,Low Risk - High Value,973
1099,0,0.23601281497940305,-1.1746649111810337,True,Light/No_Promo_User,651,0.0626294521677102,93.4125186225525,10,Low Risk - Low Value,2371
11,0,0.07708105282537078,-2.4826839137829473,False,Light/No_Promo_User,651,0.2503183682585277,38.64701111148831,1,High Risk - Low Value,209
110,0,0.3271934603318659,-0.7209062109209339,True,Light/No_Promo_User,651,0.1063378580161526,303.5056892639513,5,Low Risk - High Value,1078
1100,0,0.12529643262011264,-1.94320265803406,True,Light/No_Promo_User,651,0.0903632870554657,48.70085710166664,7,Low Risk - Low Value,1674
1101,0,0.133393530577452,-1.8712813386858873,True,Light/No_Promo_User,651,0.0621543573684041,40.421408116625216,10,Low Risk - Low Value,2377
1102,0,0.25890267484690566,-1.051679741370604,True,Light/No_Promo_User,651,0.1154628267102018,177.79322328473378,4,Low Risk - Low Value,896
1103,0,0.43442856974364513,-0.2638050662864119,True,Light/No_Promo_User,651,0.1176198870415522,392.85723893650805,4,Low Risk - High Value,860
1104,0,0.2585896333701933,-1.053311895099375,True,Light/No_Promo_User,651,0.1214685695943646,255.77054235169413,4,Low Risk - Low Value,797
1105,0,0.0005055797573569126,-7.5892990452004225,False,Light/No_Promo_User,651,0.2500679195971564,129.49731492840294,1,High Risk - Low Value,211
1106,0,0.18822479308490775,-1.4615865066211973,True,Light/No_Promo_User,651,0.1012976676551826,48.2846718232692,5,Low Risk - Low Value,1234
1107,0,0.2762704723965827,-0.963037383619807,True,Light/No_Promo_User,651,0.0527261149266015,116.38919429510376,10,Low Risk - Low Value,2462
1108,0,0.132178653921142,-1.8818314246760164,True,Light/No_Promo_User,651,0.0973631816838943,18.24911637783116,6,Low Risk - Low Value,1362
1109,0,0.47315599207555403,-0.10747937748754942,True,Light/No_Promo_User,651,0.0936211030316285,188.23467705386932,7,Low Risk - Low Value,1511
111,1,0.2789039468029356,-0.9499049047464381,True,Heavy_Promo_User,651,0.071626667789031,94.28441890315422,10,Low Risk - Low Value,2291
1110,1,0.1463706856417447,-1.7633546946395315,True,Heavy_Promo_User,651,0.0882763721099926,353.8056684097268,8,Low Risk - High Value,1766
1111,0,0.484063748619651,-0.06376660394542427,True,Light/No_Promo_User,651,0.0777168243419726,1047.408949663507,9,Low Risk - High Value,2127
1112,0,0.32665442110277054,-0.7233558921690183,True,Light/No_Promo_User,651,0.1052413174583317,122.39484281437502,5,Low Risk - Low Value,1109
1113,1,0.33668979337457633,-0.6780807520591312,True,Heavy_Promo_User,651,0.1285044673189398,338.7828559053623,3,High Risk - High Value,701
1114,0,0.18935217189908296,-1.4542250912152919,True,Light/No_Promo_User,651,0.1540941391273596,123.3775257003764,3,High Risk - Low Value,509
1115,1,0.32804874360130615,-0.7170235968878031,True,Heavy_Promo_User,651,0.2758358404787103,42.24072645394717,1,High Risk - Low Value,132
1116,0,0.28288702071522376,-0.9301858025645213,True,Light/No_Promo_User,651,0.1599366721479462,150.79366098049172,2,High Risk - Low Value,441
1117,0,0.19363299314102905,-1.4265744029270457,True,Light/No_Promo_User,651,0.0920809192771972,273.16987357811155,7,Low Risk - Low Value,1587
1118,0,0.2578353327644904,-1.0572500059863612,True,Light/No_Promo_User,651,0.265791791117853,42.04486497433316,1,High Risk - Low Value,163
1119,1,0.4112862671700913,-0.35865055730543116,True,Heavy_Promo_User,651,0.0790232173984876,167.8763252687185,9,Low Risk - Low Value,2082
112,0,0.17896753047121336,-1.5233582620552286,True,Light/No_Promo_User,651,0.1105138541195816,58.80384500576814,4,Low Risk - Low Value,978
1120,0,0.30151868394872083,-0.8400764454390081,True,Light/No_Promo_User,651,0.1811593220464297,77.44732225533167,2,High Risk - Low Value,374
1121,1,0.38154997264476176,-0.48297456001233885,True,Heavy_Promo_User,651,0.1026813883122607,114.09779293651252,5,Low Risk - Low Value,1194
1122,0,0.2305557755826903,-1.2051756581007518,True,Light/No_Promo_User,651,0.299486677164631,51.411304325017376,1,High Risk - Low Value,28
1123,0,0.46709718588662585,-0.13180172720069583,True,Light/No_Promo_User,651,0.1014066656948919,295.60976433055646,5,Low Risk - High Value,1230
1124,0,0.2754475450557477,-0.9671569493261689,True,Light/No_Promo_User,651,0.1575865381741874,114.44748503030785,2,High Risk - Low Value,462
1125,0,0.06987748727984204,-2.5885727846033904,False,Light/No_Promo_User,651,0.0572873959959379,55.559046553737424,10,Low Risk - Low Value,2418
1126,1,0.7190842598782002,0.9399237740780231,True,Heavy_Promo_User,651,0.1571850828392215,204.7842441353976,2,High Risk - Low Value,468
1127,1,0.4099398789057929,-0.3642139197369843,True,Heavy_Promo_User,651,0.0706105619324221,188.18756853673503,10,Low Risk - Low Value,2303
1128,0,0.1896538393551473,-1.4522610028408103,True,Light/No_Promo_User,651,0.0946183822417719,258.67776227258486,6,Low Risk - Low Value,1470
1129,1,0.2873403740778818,-0.9083364379856231,True,Heavy_Promo_User,651,0.0810113940131383,259.0289889253036,9,Low Risk - Low Value,2018
113,1,0.8726441367945291,1.9245425997413799,True,Heavy_Promo_User,651,0.0777658555593674,1129.1320429416255,9,Low Risk - High Value,2124
1130,0,0.2044685183175967,-1.358596402730603,True,Light/No_Promo_User,651,0.1045514624420822,586.1009457168296,5,Low Risk - High Value,1129
1131,0,0.3299008084660272,-0.7086337196215543,True,Light/No_Promo_User,651,0.0823982959536959,397.3026104174895,8,Low Risk - High Value,1984
1132,0,0.3377141109401624,-0.6734976073497767,True,Light/No_Promo_User,651,0.0885274339666023,170.14719251003356,8,Low Risk - Low Value,1756
1133,0,0.1428594795995957,-1.7917403859614183,True,Light/No_Promo_User,651,0.0972725792374903,164.84064420532974,6,Low Risk - Low Value,1368
1134,1,0.7538468217398757,1.1192351751738467,True,Heavy_Promo_User,651,0.0857053450188464,241.04641602202292,8,Low Risk - Low Value,1883
1135,1,0.1777655601837456,-1.5315599564180074,True,Heavy_Promo_User,651,0.1356523278559688,106.15743805406754,3,High Risk - Low Value,625
1136,1,0.29797006433568646,-0.8569830203030019,True,Heavy_Promo_User,651,0.1055331023542224,175.20993244580956,5,Low Risk - Low Value,1102
1137,0,0.2927543530509305,-0.882044183382005,True,Light/No_Promo_User,651,0.1128225468184592,196.9557261944642,4,Low Risk - Low Value,939
1138,0,0.23490122335449334,-1.1808398456580713,True,Light/No_Promo_User,651,0.0928849997737757,419.64117712553787,7,Low Risk - High Value,1546
1139,1,0.5468238593413767,0.18784585700828738,True,Heavy_Promo_User,651,0.2109325994010597,360.9206355788847,2,High Risk - High Value,324
114,0,0.4489300954030718,-0.204994483606811,True,Light/No_Promo_User,651,0.0725322442189157,317.27807631186505,10,Low Risk - High Value,2277
1140,1,0.24515427068995102,-1.1246257076634087,True,Heavy_Promo_User,651,0.066206569126525,175.3912852491717,10,Low Risk - Low Value,2349
1141,0,0.22277520199581335,-1.2495664236206916,True,Light/No_Promo_User,651,0.1465689802123221,143.8883905663649,3,High Risk - Low Value,572
1142,1,0.6538326824092834,0.6359292464066802,True,Heavy_Promo_User,651,0.0877311522893829,1169.324158988558,8,Low Risk - High Value,1796
1143,1,0.11600703624963515,-2.0307982564563307,True,Heavy_Promo_User,651,0.0668714945582271,43.16893175720741,10,Low Risk - Low Value,2344
1144,0,0.09871421353943899,-2.2115934518322318,True,Light/No_Promo_User,651,0.288129029906831,28.64588715440992,1,High Risk - Low Value,79
1145,0,0.3092895966125592,-0.8034425942137912,True,Light/No_Promo_User,651,0.1718989005508096,129.95208966632327,2,High Risk - Low Value,387
1146,1,0.3109522555518669,-0.7956711826250239,True,Heavy_Promo_User,651,0.0998698612288378,807.5548931449454,6,Low Risk - High Value,1284
1147,0,0.6520500780576578,0.62806279885907,True,Light/No_Promo_User,651,0.1514559332098536,320.5514817264258,3,High Risk - High Value,531
1148,0,0.15419509477227453,-1.7020700747262196,True,Light/No_Promo_User,651,0.0947470122057176,42.603326654488704,6,Low Risk - Low Value,1461
1149,0,0.1553048910448782,-1.6935855206116823,True,Light/No_Promo_User,651,0.0612480210194701,24.717963238222573,10,Low Risk - Low Value,2385
115,1,0.5745213296902388,0.30032240577250763,True,Heavy_Promo_User,651,0.0776542476977477,924.4743415242516,9,Low Risk - High Value,2128
1150,0,0.36241257749567,-0.564908121290329,True,Light/No_Promo_User,651,0.2469060653931709,62.40215232836363,1,High Risk - Low Value,220
1151,0,0.23783235804163344,-1.1646004865552402,True,Light/No_Promo_User,651,0.0913006778174076,238.7736811738175,7,Low Risk - Low Value,1625
1152,0,0.14699045813989706,-1.7584030596070395,True,Light/No_Promo_User,651,0.0648621253750846,155.60854601739896,10,Low Risk - Low Value,2357
1153,0,0.19969413316922874,-1.3882071263665152,True,Light/No_Promo_User,651,0.1844811632032584,48.25479735269211,2,High Risk - Low Value,364
1154,0,0.38546755949919725,-0.466404681605161,True,Light/No_Promo_User,651,0.0934399251861878,352.86606010661296,7,Low Risk - High Value,1520
1155,0,0.360162866798826,-0.5746573276760522,True,Light/No_Promo_User,651,0.04937762833743,231.7515988852361,10,Low Risk - Low Value,2488
1156,0,0.24764364611902495,-1.1112192845400797,True,Light/No_Promo_User,651,0.1073466104198435,112.06219304605386,5,Low Risk - Low Value,1054
1157,0,0.25215761653084506,-1.087137884067932,True,Light/No_Promo_User,651,0.1240398151196285,207.46021479383015,4,Low Risk - Low Value,763
1158,0,0.2613093065831605,-1.0391744974983381,True,Light/No_Promo_User,651,0.1075707207979738,186.48615662381687,5,Low Risk - Low Value,1045
1159,0,0.14597725159914673,-1.7665070323017251,True,Light/No_Promo_User,651,0.078953343379778,496.1841888490588,9,Low Risk - High Value,2085
116,1,0.17053321660069212,-1.5818529681836653,True,Heavy_Promo_User,651,0.1061336276905059,56.63361600659864,5,Low Risk - Low Value,1088
1160,0,0.44787092191976396,-0.2092767858579134,True,Light/No_Promo_User,651,0.0876286968107142,382.576796744484,8,Low Risk - High Value,1800
1161,0,0.2107651906244427,-1.3203192071752605,True,Light/No_Promo_User,651,0.1244115074879325,121.81736810666852,4,Low Risk - Low Value,756
1162,1,0.19380029734421234,-1.4255032481217513,True,Heavy_Promo_User,651,0.2947234960582467,37.09410659849568,1,High Risk - Low Value,36
1163,0,0.40948800205203956,-0.3660823498714535,True,Light/No_Promo_User,651,0.1315432841140985,295.4772401495831,3,High Risk - High Value,667
1164,0,0.4758686810249272,-0.09660032568523028,True,Light/No_Promo_User,651,0.0830743995469119,276.24242429689326,8,Low Risk - Low Value,1969
1165,0,0.2610753856323031,-1.0403867059584428,True,Light/No_Promo_User,651,0.0809378636370042,160.35095762509548,9,Low Risk - Low Value,2020
1166,1,0.402149551705521,-0.3965165976047046,True,Heavy_Promo_User,651,0.0869435834682271,978.785207101142,8,Low Risk - High Value,1829
1167,0,0.4917560795058735,-0.03297867059828883,True,Light/No_Promo_User,651,0.1014699357746567,516.7262519898114,5,Low Risk - High Value,1229
1168,1,0.18180193502617586,-1.5041866151179912,True,Heavy_Promo_User,651,0.1157551666322373,73.87822836961132,4,Low Risk - Low Value,888
1169,0,0.5472778988577054,0.1896782412244285,True,Light/No_Promo_User,651,0.079392196448441,482.84914566450254,9,Low Risk - High Value,2072
117,1,0.4782255284028081,-0.08715300981166518,True,Heavy_Promo_User,651,0.0806413014404329,188.95577484197943,9,Low Risk - Low Value,2037
1170,0,0.07371548562858124,-2.5309685441944567,False,Light/No_Promo_User,651,0.0559506878525879,39.22162502992601,10,Low Risk - Low Value,2428
1171,0,0.22928286289118857,-1.2123649778649788,True,Light/No_Promo_User,651,0.1167685252206916,118.6844320127231,4,Low Risk - Low Value,874
1172,0,0.2804734382492628,-0.942114416422818,True,Light/No_Promo_User,651,0.0988295474698626,428.5254579602375,6,Low Risk - High Value,1319
1173,0,0.12538257961039403,-1.942416856931236,True,Light/No_Promo_User,651,0.0607805821520123,40.431281096881854,10,Low Risk - Low Value,2390
1174,0,0.273439044457916,-0.9772436576687801,True,Light/No_Promo_User,651,0.0891432922076241,188.3353168447764,7,Low Risk - Low Value,1731
